Property No. ,Type of Access (X2),Neighbourhood Status (X3),Building Condition (X4),Type of Walls (X5),Type of Wall finish (X6),Type of Floor Finish (X7),Type of Ceiling (X8),NWSC Availabilty (X9),Hydro Power Availabilty (X10),Type of Saniation Facility (X11),Availabilty of Parking Space (X12),Type of Security (X13),Type of Boundary Wall (X14),Occupency Type ,Carpet Area ,Usage Type,Usage SubType,ALV,RV,Property Tax,Avg. Property Rate (per SQM)
P117014206,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,491.21,COMMERCIAL,Retail_Space,24300000,17010000,1020600,2077.73
P117014207,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,318.16,COMMERCIAL,Office_Space,81779845.71,57245892,3434753.52,10795.68
P117014208,Side Road,MIDDLE CLASS,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,201.64,INDUSTRIAL,Office_Warehouse,4512857.143,3159000,189540,939.99
P117014209,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,7279.47,COMMERCIAL,Office_Space,443210400,310247280,18614836.8,2557.17
P117014210,Main Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CERAMIC TILES,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,280.28,COMMERCIAL,Bar_Club,44826861.43,31378803,1882728.18,6717.31
P117014211,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,67,COMMERCIAL,Bar_Club,8141741.429,5699219,341953.14,5103.78
P117014212,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,95.09,COMMERCIAL,Bar_Club,10184138.57,7128897,427733.82,4498.20
P117014213,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,WOOD STRIPS,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,HEDGES,RENTED,88.59,COMMERCIAL,Restaurant,15180782.86,10626548,637592.88,7197.12
P117014214,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,111.51,COMMERCIAL,GuestHouse_Lodge_Motel,4011428.571,2808000,168480,1510.90
P117014216,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,115.4,COMMERCIAL,GuestHouse_Lodge_Motel,4011428.571,2808000,168480,1459.97
P117014218,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,444.6,COMMERCIAL,Office_Space,55157142.86,38610000,2316600,5210.53
P117014219,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,51.74,RESIDENTIALRENTED,TenementMuzigo,4500000,3510000,210600,4070.35
P117014220,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,255.91,SPECIAL,Hospital,60171428.57,42120000,2527200,9875.35
P117014221,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,13.65,COMMERCIAL,Office_Space,5014285.714,3510000,210600,15428.57
P117014224,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,TERRAZZO,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,26853,COMMERCIAL,Retail_Space_Office_Space,3182463649,2227724554,133663473.2,4977.60
P117014225,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,22566,COMMERCIAL,Retail_Space_Office_Space,2320145856,1624102099,97446125.94,4318.27
P117014226,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,334.63,SPECIAL,Hotel,688873371.4,482211360,28932681.6,86461.71
P117014228,Main Road,MIDDLE CLASS,POOR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,70.5,COMMERCIAL,Retail_Space,13885714.29,9720000,583200,8272.34
P117014229,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,236.39,COMMERCIAL,Office_Space,63453895.71,44417727,2665063.62,11274.01
P117014230,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,43.05,COMMERCIAL,Restaurant,3688524.286,2581967,154918.02,3598.56
P117014231,Main Road,MIDDLE CLASS,FAIR,TIMBER,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,82.84,SPECIAL,Church_Mosque_Temple,4258638.571,2981047,178862.82,2159.14
P117014232,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,36.61,COMMERCIAL,Office_Space,3136744.286,2195721,131743.26,3598.56
P117014233,Main Road,MIDDLE CLASS,FAIR,METALLIC SHEETING,PAINTED,Other Floor Finish,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,9,COMMERCIAL,Kiosk,1080000,756000,45360,5040.00
P117014239,Main Road,HIGH CLASS,GOOD,BRICKS,CLAY BRICKS,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,823.77,RESIDENTIALRENTED,Mainbuilding,17550000,13689000,821340,997.05
P117014240,Main Road,HIGH CLASS,GOOD,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,73.77,COMMERCIAL,Retail_Space_Office_Space,1604571.429,1123200,67392,913.54
P117014241,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,12.07,COMMERCIAL,Office_Space,1504285.714,1053000,63180,5234.47
P117014242,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,CHAIN LINK,RENTED,419.2,INSTITUTIONAL,Office_Classroom_Lectureroom,17550000,12285000,737100,1758.35
P117014244,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,CHAIN LINK,RENTED,80.62,COMMERCIAL,Retail_Space,2507142.857,1755000,105300,1306.13
P117014245,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,85.05,COMMERCIAL,Office_Space,8022857.143,5616000,336960,3961.90
P117014249,Main Road,MIDDLE CLASS,FAIR,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1757.28,COMMERCIAL,Office_Space,240902000,168631400,10117884,5757.70
P117014250,Main Road,MIDDLE CLASS,FAIR,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1202.04,INDUSTRIAL,Showroom,82392630,57674841,3460490.46,2878.85
P117014251,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1153.65,INDUSTRIAL,Office_Warehouse,79075785.71,55353050,3321183,2878.85
P117014252,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,555.03,INDUSTRIAL,Office_Warehouse,38043975.71,26630783,1597846.98,2878.85
P117014253,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,934.66,INDUSTRIAL,Office_Warehouse,64065335.71,44845735,2690744.1,2878.85
P117014254,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,57.62,COMMERCIAL,Stores,1440000,1008000,60480,1049.64
P117014255,Side Road,SLUM,GOOD,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,56.68,COMMERCIAL,Retail_Space_Rear_Room,2242285.714,1569600,94176,1661.54
P117014260,Main Road,MIDDLE CLASS,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,WALL,RENTED,417.68,COMMERCIAL,Retail_Space,26503089,18925853,1135551.18,2718.71
P117014262,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,WALL,RENTED,30.86,RESIDENTIALRENTED,TenementMuzigo,2520000,1965600,117936,3821.65
P117014265,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,NONE,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,27.85,RESIDENTIALRENTED,TenementMuzigo,2250000,1755000,105300,3780.97
P117014266,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,102.34,COMMERCIAL,Retail_Space_Rear_Room,5850000,4563000,273780,2675.20
P117014268,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,3747.9,COMMERCIAL,Retail_Space,401666665.7,281166666,16869999.96,4501.19
P117014269,Side Road,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,68.28,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,1295.43
P117014270,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,27.88,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,2266.14
P117014271,Side Road,SLUM,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,192.82,COMMERCIAL,GuestHouse_Lodge_Motel,12013714.29,8409600,504576,2616.82
P117014273,Footpath,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,20.46,RESIDENTIALRENTED,TenementMuzigo,1440000,1123200,67392,3293.84
P117014274,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED,NWSC SUPPLY,HYDRO,PITLATRINE,YES,SECURITY GUARD,WALL,RENTED,53.04,COMMERCIAL,Retail_Space,2880000,2016000,120960,2280.54
P117014275,Main Road,HIGH CLASS,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,SECURITY GUARD,WALL,RENTED,14.17,COMMERCIAL,Office_Space,720000,504000,30240,2134.09
P117014277,Side Road,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,63,RESIDENTIALRENTED,TenementMuzigo,3240000,2527200,151632,2406.86
P117014278,Main Road,SLUM,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,CHAIN LINK,RENTED,146.8,INSTITUTIONAL,Classroom_Lecture_rooms,7521428.571,5265000,315900,2151.91
P117014279,Main Road,SLUM,POOR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,CHAIN LINK,RENTED,97.6,INSTITUTIONAL,Classroom_Lecture_rooms,1504285.714,1053000,63180,647.34
P117014282,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,14.7,COMMERCIAL,Stores,1504285.714,1053000,63180,4297.96
P117014284,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1504285.714,1053000,63180,4297.96
P117014286,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1002857.143,702000,42120,2865.31
P117014287,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1504285.714,1053000,63180,4297.96
P117014288,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1504285.714,1053000,63180,4297.96
P117014289,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1504285.714,1053000,63180,4297.96
P117014290,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,14.7,COMMERCIAL,Container,1504285.714,1053000,63180,4297.96
P117014291,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.35,COMMERCIAL,Container,1002857.143,702000,42120,5730.61
P117014292,Main Road,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.35,COMMERCIAL,Container,1002857.143,702000,42120,5730.61
P117014293,Main Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.35,COMMERCIAL,Container,1002857.143,702000,42120,5730.61
P117014294,Main Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.35,COMMERCIAL,Container,1002857.143,702000,42120,5730.61
P117014296,Main Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,7.35,COMMERCIAL,Container,1002857.143,702000,42120,5730.61
P117014299,Footpath,SLUM,POOR,MUD WATTLE,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,40.66,RESIDENTIALRENTED,TenementMuzigo,1350000,1053000,63180,1553.86
P117014300,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,36.3,RESIDENTIALRENTED,TenementMuzigo,2520000,1965600,117936,3248.93
P117014302,Main Road,HIGH CLASS,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,SECURITY GUARD,CHAIN LINK,RENTED,70.53,RESIDENTIALRENTED,TenementMuzigo,2417204,1450322,87019.32,1233.79
P117014303,Main Road,HIGH CLASS,UNDER CONSTRUCTION,BRICKS,UNPLASTERED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,SECURITY GUARD,CHAIN LINK,RENTED,104.32,RESIDENTIALRENTED,TenementMuzigo,1787627,1072577,64354.62,616.90
P117014306,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,31,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,2853.29
P117014310,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL,RENTED,115.5,COMMERCIAL,Stores,2968811.429,2078168,124690.08,1079.57
P117014311,Main Road,HIGH CLASS,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL,RENTED,192.6,COMMERCIAL,Stores,4950590,3465413,207924.78,1079.57
P117014312,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,WOOD STRIPS,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,269.4,RESIDENTIALRENTED,Mainbuilding,47700000,37206000,2232360,8286.41
P117014313,Main Road,HIGH CLASS,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,33.66,RESIDENTIALRENTED,Outbuilding,2700000,2106000,126360,3754.01
P117014314,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,RAZOR WIRE,WALL,RENTED,147.12,COMMERCIAL,Office_Space,22689897.14,15882928,952975.68,6477.54
P117014316,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,1728.16,COMMERCIAL,Retail_Space,231488167.1,162041717,9722503.02,5625.93
P117014319,Footpath,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,55.3,RESIDENTIALRENTED,TenementMuzigo,2520000,1965600,117936,2132.66
P117014321,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,SOFT BOARD,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,88.2,RESIDENTIALRENTED,TenementMuzigo,7200000,5616000,336960,3820.41
P117014322,Footpath,SLUM,FAIR,IRON SHEETS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,10.5,COMMERCIAL,Retail_Space,180000,140400,8424,802.29
P117014326,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,PVC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,2449.1,RESIDENTIALRENTED,Apartment,324000000,252720000,15163200,6191.34
P117014328,Main Road,HIGH CLASS,FAIR,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,1830,COMMERCIAL,Retail_Space,236535551.4,165574886,9934493.16,5428.68
P117014329,Main Road,HIGH CLASS,FAIR,METALLIC SHEETING,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,1529.04,COMMERCIAL,Retail_Space,126629024.3,88640317,5318419.02,3478.27
P117014330,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,169.48,COMMERCIAL,Office_Space,14224698.57,9957289,597437.34,3525.12
P117014331,Side Road,SLUM,FAIR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,SECURITY GUARD,WALL,RENTED,127.2,SPECIAL,Motor_Vehicle_Workshop,2160000,1512000,90720,713.21
P117014332,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL,RENTED,142.88,RESIDENTIALRENTED,TenementMuzigo,7200000,5616000,336960,2358.34
P117014333,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,WALL,RENTED,70.55,SPECIAL,Motor_Vehicle_Workshop,2880000,2016000,120960,1714.53
P117014334,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,55.8,RESIDENTIALRENTED,TenementMuzigo,2610000,2035800,122148,2189.03
P117014337,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,65.88,RESIDENTIALRENTED,TenementMuzigo,3240000,2527200,151632,2301.64
P117014338,Footpath,SLUM,FAIR,TIMBER,UNPLASTERED,NONE,NONE,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,35.07,COMMERCIAL,Bar_Club,802285.7143,561600,33696,960.82
P117014348,Side Road,SLUM,FAIR,TIMBER,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,68.58,RESIDENTIALRENTED,TenementMuzigo,2835000,2211300,132678,1934.65
P117014349,Side Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,45.14,RESIDENTIALRENTED,Mainbuilding,3150000,2457000,147420,3265.84
P117014351,Footpath,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,41.81,RESIDENTIALRENTED,TenementMuzigo,2520000,1965600,117936,2820.76
P117014352,Side Road,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,82.68,RESIDENTIALRENTED,TenementMuzigo,5880000,4586400,275184,3328.30
P117014353,Side Road,SLUM,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,73.362,RESIDENTIALRENTED,TenementMuzigo,5880000,4586400,275184,3751.04
P117014354,Footpath,SLUM,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,NONE,RENTED,104.23,RESIDENTIALRENTED,Mainbuilding,3360000,2620800,157248,1508.66
P117014359,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CERAMIC TILES,PLYWOOD,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,238.37,COMMERCIAL,Retail_Space,28592958.57,20015071,1200904.26,5037.98
P117014366,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,358.32,RESIDENTIALRENTED,Apartment,16200000,12636000,758160,2115.87
P117014367,Side Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,59.25,RESIDENTIALRENTED,TenementMuzigo,3600000,2808000,168480,2843.54
P117014369,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,73.88,RESIDENTIALRENTED,TenementMuzigo,4320000,3369600,202176,2736.55
P117014370,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,26.83,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,3296.76
P117014371,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,30.34,RESIDENTIALRENTED,TenementMuzigo,1890000,1474200,88452,2915.36
P117014372,Footpath,SLUM,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,22.4,RESIDENTIALRENTED,TenementMuzigo,1260000,982800,58968,2632.50
P117014375,Main Road,HIGH CLASS,GOOD,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,YES,NONE,NONE,RENTED,40.87,COMMERCIAL,Retail_Space,3008571.429,2106000,126360,3091.75
